,MSW05_Binomial,MSW05_Order,MSW05_Family,AdultBodyMass_g,GR_Area_km2,RedList
368,Beatragus_hunteri,Artiodactyla,Bovidae,79132.17,30188.68,CR
369,Belomys_pearsonii,Rodentia,Sciuridae,NA,434941.74,DD
370,Berardius_arnuxii,Cetacea,Ziphiidae,7000000.02,NA,DD
371,Berardius_bairdii,Cetacea,Ziphiidae,11380000.04,NA,DD
372,Berylmys_berdmorei,Rodentia,Muridae,NA,570245.86,LC
373,Berylmys_bowersi,Rodentia,Muridae,358.68,1734265.17,LC
374,Berylmys_mackenziei,Rodentia,Muridae,NA,673463.77,DD
375,Berylmys_manipulus,Rodentia,Muridae,NA,386054.29,DD
376,Bettongia_gaimardi,Diprotodontia,Potoroidae,1667.55,27971.29,NT
377,Bettongia_lesueur,Diprotodontia,Potoroidae,1447.27,329.35,NT
378,Bettongia_penicillata,Diprotodontia,Potoroidae,1184.35,22986.14,CR
379,Bettongia_tropica,Diprotodontia,Potoroidae,1256.58,21795.64,EN
380,Bibimys_chacoensis,Rodentia,Cricetidae,28,7309.86,LC
381,Bibimys_labiosus,Rodentia,Cricetidae,NA,21850.7,LC
382,Bibimys_torresi,Rodentia,Cricetidae,28,117883.97,NT
383,Bison_bison,Artiodactyla,Bovidae,624577.07,10388.04,NT
384,Bison_bonasus,Artiodactyla,Bovidae,675876.7,NA,VU
385,Biswamoyopterus_biswasi,Rodentia,Sciuridae,NA,253.3,CR
386,Blanfordimys_afghanus,Rodentia,Cricetidae,NA,410888.95,LC
387,Blanfordimys_bucharensis,Rodentia,Cricetidae,NA,53428.69,LC
388,Blarina_brevicauda,Soricomorpha,Soricidae,18.56,4102748.94,LC
389,Blarina_carolinensis,Soricomorpha,Soricidae,11.91,868525.35,LC
390,Blarina_hylophaga,Soricomorpha,Soricidae,14.49,730382.19,LC
391,Blarinella_griselda,Soricomorpha,Soricidae,NA,NA,LC
392,Blarinella_quadraticauda,Soricomorpha,Soricidae,12.5,NA,NT
393,Blarinella_wardi,Soricomorpha,Soricidae,NA,83336.25,LC
394,Blarinomys_breviceps,Rodentia,Cricetidae,36.79,143514.03,LC
395,Blastocerus_dichotomus,Artiodactyla,Cervidae,112518.53,2004539.09,VU
396,Boromys_offella,Rodentia,Echimyidae,NA,NA,EX
397,Boromys_torrei,Rodentia,Echimyidae,NA,NA,EX
398,Bos_javanicus,Artiodactyla,Bovidae,635974.34,1687920.66,EN
399,Bos_sauveli,Artiodactyla,Bovidae,791321.76,115557.18,CR
400,Boselaphus_tragocamelus,Artiodactyla,Bovidae,182253.04,2192564.81,LC
401,Brachiones_przewalskii,Rodentia,Muridae,NA,940177.9,LC
402,Brachylagus_idahoensis,Lagomorpha,Leporidae,431.19,506906.1,LC
403,Brachyphylla_cavernarum,Chiroptera,Phyllostomidae,45.5,14649.83,LC
404,Brachyphylla_nana,Chiroptera,Phyllostomidae,37.25,184267.85,LC
405,Brachytarsomys_albicauda,Rodentia,Nesomyidae,200,75743.16,LC
406,Brachytarsomys_villosa,Rodentia,Nesomyidae,219.99,NA,EN
407,Brachyteles_arachnoides,Primates,Atelidae,10537.31,6796.12,EN
408,Brachyteles_hypoxanthus,Primates,Atelidae,NA,5564.78,CR
409,Brachyuromys_betsileoensis,Rodentia,Nesomyidae,93.58,37287.31,LC
410,Brachyuromys_ramirohitra,Rodentia,Nesomyidae,92.31,11677.6,LC
411,Bradypus_pygmaeus,Pilosa,Bradypodidae,NA,3.43,CR
412,Bradypus_torquatus,Pilosa,Bradypodidae,4468.42,163652.84,VU
413,Bradypus_tridactylus,Pilosa,Bradypodidae,4375.8,1806393.57,LC
414,Bradypus_variegatus,Pilosa,Bradypodidae,4136.36,8222753.4,LC
415,Brotomys_voratus,Rodentia,Echimyidae,NA,NA,EX
416,Brucepattersonius_albinasus,Rodentia,Cricetidae,NA,NA,DD
417,Brucepattersonius_griserufescens,Rodentia,Cricetidae,NA,NA,DD
418,Brucepattersonius_guarani,Rodentia,Cricetidae,NA,NA,DD
419,Brucepattersonius_igniventris,Rodentia,Cricetidae,NA,NA,DD
420,Brucepattersonius_iheringi,Rodentia,Cricetidae,43,93980.28,LC
421,Brucepattersonius_misionensis,Rodentia,Cricetidae,NA,NA,DD
422,Brucepattersonius_paradisus,Rodentia,Cricetidae,NA,NA,DD
423,Brucepattersonius_soricinus,Rodentia,Cricetidae,NA,NA,DD
424,Bubalus_depressicornis,Artiodactyla,Bovidae,256989.27,41026.7,EN
425,Bubalus_mindorensis,Artiodactyla,Bovidae,254389.74,9912.75,CR
426,Bubalus_quarlesi,Artiodactyla,Bovidae,181718.86,56312.24,EN
427,Budorcas_taxicolor,Artiodactyla,Bovidae,294515.33,402044.43,VU
428,Bullimus_bagobus,Rodentia,Muridae,395.38,119550.35,LC
429,Bullimus_gamay,Rodentia,Muridae,NA,NA,VU
430,Bullimus_luzonicus,Rodentia,Muridae,NA,36674.54,LC
431,Bunolagus_monticularis,Lagomorpha,Leporidae,1750.01,37052.01,CR
432,Bunomys_andrewsi,Rodentia,Muridae,NA,117802.45,LC
433,Bunomys_chrysocomus,Rodentia,Muridae,111.29,153381.79,LC
434,Bunomys_coelestis,Rodentia,Muridae,NA,680.95,CR
435,Bunomys_fratrorum,Rodentia,Muridae,130.31,358.08,VU
436,Bunomys_penitus,Rodentia,Muridae,NA,49798.01,NT
437,Bunomys_prolatus,Rodentia,Muridae,NA,322.44,EN
438,Burramys_parvus,Diprotodontia,Burramyidae,44.27,22142.85,CR
439,Cabassous_centralis,Cingulata,Dasypodidae,3669.69,669685.02,DD
440,Cabassous_chacoensis,Cingulata,Dasypodidae,1490.01,1693763.25,NT
441,Cabassous_tatouay,Cingulata,Dasypodidae,5349.95,4148382.28,LC
442,Cabassous_unicinctus,Cingulata,Dasypodidae,3987.97,9346240.23,LC
443,Cacajao_calvus,Primates,Pitheciidae,3421.04,103819.04,VU
444,Cacajao_melanocephalus,Primates,Pitheciidae,3121.58,465904.63,LC
445,Caenolestes_caniventer,Paucituberculata,Caenolestidae,40,10517.56,NT
446,Caenolestes_condorensis,Paucituberculata,Caenolestidae,47.81,1456.75,VU
447,Caenolestes_convelatus,Paucituberculata,Caenolestidae,31.56,12725.49,VU
448,Caenolestes_fuliginosus,Paucituberculata,Caenolestidae,28.64,127434.1,LC
449,Calcochloris_leucorhinus,Afrosoricida,Chrysochloridae,NA,290660.2,DD
450,Calcochloris_obtusirostris,Afrosoricida,Chrysochloridae,24.05,209272.42,LC
451,Calcochloris_tytonis,Afrosoricida,Chrysochloridae,NA,47.65,DD
452,Callicebus_baptista,Primates,Pitheciidae,NA,10656.1,LC
453,Callicebus_barbarabrownae,Primates,Pitheciidae,NA,167232.08,CR
454,Callicebus_bernhardi,Primates,Pitheciidae,NA,NA,LC
455,Callicebus_brunneus,Primates,Pitheciidae,850.84,137589.11,LC
456,Callicebus_caligatus,Primates,Pitheciidae,992.4,NA,LC
457,Callicebus_cinerascens,Primates,Pitheciidae,992.4,113467.5,LC
458,Callicebus_coimbrai,Primates,Pitheciidae,NA,12847.57,EN
459,Callicebus_cupreus,Primates,Pitheciidae,1117.02,690923.14,LC
460,Callicebus_discolor,Primates,Pitheciidae,NA,NA,LC
461,Callicebus_donacophilus,Primates,Pitheciidae,897.67,288759.02,LC
462,Callicebus_dubius,Primates,Pitheciidae,992.4,NA,LC
463,Callicebus_hoffmannsi,Primates,Pitheciidae,1067.61,98076.46,LC
464,Callicebus_lucifer,Primates,Pitheciidae,NA,NA,LC
465,Callicebus_lugens,Primates,Pitheciidae,NA,NA,LC
466,Callicebus_medemi,Primates,Pitheciidae,NA,36587.57,VU
467,Callicebus_melanochir,Primates,Pitheciidae,NA,60497.71,VU
468,Callicebus_modestus,Primates,Pitheciidae,992.4,17288.42,EN
469,Callicebus_moloch,Primates,Pitheciidae,958.13,911442.78,LC
470,Callicebus_nigrifrons,Primates,Pitheciidae,NA,513267.9,NT
471,Callicebus_oenanthe,Primates,Pitheciidae,992.4,5807.21,CR
472,Callicebus_olallae,Primates,Pitheciidae,992.4,17288.42,EN
473,Callicebus_ornatus,Primates,Pitheciidae,NA,23066.97,VU
474,Callicebus_pallescens,Primates,Pitheciidae,NA,93328.33,LC
475,Callicebus_personatus,Primates,Pitheciidae,1390.8,172664.46,VU
476,Callicebus_purinus,Primates,Pitheciidae,NA,NA,LC
477,Callicebus_regulus,Primates,Pitheciidae,NA,NA,LC
478,Callicebus_stephennashi,Primates,Pitheciidae,NA,NA,DD
479,Callicebus_torquatus,Primates,Pitheciidae,1209.57,NA,LC
480,Callimico_goeldii,Primates,Cebidae,558,462922.05,VU
481,Callistomys_pictus,Rodentia,Echimyidae,518.99,37773.91,EN
482,Callithrix_aurita,Primates,Cebidae,386.2,87653.49,VU
483,Callithrix_flaviceps,Primates,Cebidae,372.97,27330.89,EN
484,Callithrix_geoffroyi,Primates,Cebidae,342,132745.3,LC
485,Callithrix_jacchus,Primates,Cebidae,290.21,604264.4,LC
486,Callithrix_kuhlii,Primates,Cebidae,374.99,34583.88,NT
487,Callithrix_penicillata,Primates,Cebidae,339.98,1325473.3,LC
488,Callorhinus_ursinus,Carnivora,Otariidae,55464.82,NA,VU
489,Callosciurus_adamsi,Rodentia,Sciuridae,208.72,30384.46,VU
490,Callosciurus_albescens,Rodentia,Sciuridae,NA,432350.65,DD
491,Callosciurus_baluensis,Rodentia,Sciuridae,323.91,20853.19,LC
492,Callosciurus_caniceps,Rodentia,Sciuridae,264.91,420861.69,LC
493,Callosciurus_erythraeus,Rodentia,Sciuridae,283.23,2354368.13,LC
494,Callosciurus_finlaysonii,Rodentia,Sciuridae,NA,723854.08,LC
495,Callosciurus_inornatus,Rodentia,Sciuridae,NA,235249.21,LC
496,Callosciurus_melanogaster,Rodentia,Sciuridae,296,5140.87,VU
497,Callosciurus_nigrovittatus,Rodentia,Sciuridae,208.3,1450546.42,NT
498,Callosciurus_notatus,Rodentia,Sciuridae,209.49,1474469.76,LC
499,Callosciurus_orestes,Rodentia,Sciuridae,323.91,35107.14,LC
500,Callosciurus_phayrei,Rodentia,Sciuridae,NA,99941.58,LC
501,Callosciurus_prevostii,Rodentia,Sciuridae,400,1315342.19,LC
502,Callosciurus_pygerythrus,Rodentia,Sciuridae,NA,503627.21,LC
503,Callosciurus_quinquestriatus,Rodentia,Sciuridae,NA,21108.92,NT
504,Calomys_boliviae,Rodentia,Cricetidae,27,108148.2,LC
505,Calomys_callidus,Rodentia,Cricetidae,27,NA,LC
506,Calomys_callosus,Rodentia,Cricetidae,44.95,NA,LC
507,Calomys_expulsus,Rodentia,Cricetidae,39.86,NA,LC
508,Calomys_hummelincki,Rodentia,Cricetidae,27,333859.81,LC
509,Calomys_laucha,Rodentia,Cricetidae,14,1239274,LC
510,Calomys_lepidus,Rodentia,Cricetidae,20.59,593465.1,LC
511,Calomys_musculinus,Rodentia,Cricetidae,20.2,869814.79,LC
512,Calomys_sorellus,Rodentia,Cricetidae,20,205439.89,LC
513,Calomys_tener,Rodentia,Cricetidae,13.8,915351.64,LC
514,Calomys_tocantinsi,Rodentia,Cricetidae,NA,NA,LC
515,Calomys_venustus,Rodentia,Cricetidae,49.33,NA,LC
516,Calomyscus_bailwardi,Rodentia,Calomyscidae,21.38,102086.07,LC
517,Calomyscus_baluchi,Rodentia,Calomyscidae,NA,29169.13,LC
518,Calomyscus_elburzensis,Rodentia,Calomyscidae,NA,204039.71,LC
519,Calomyscus_grandis,Rodentia,Calomyscidae,NA,NA,DD
520,Calomyscus_hotsoni,Rodentia,Calomyscidae,NA,231.5,LC
521,Calomyscus_mystax,Rodentia,Calomyscidae,NA,NA,LC
522,Calomyscus_tsolovi,Rodentia,Calomyscidae,NA,6.78,DD
523,Calomyscus_urartensis,Rodentia,Calomyscidae,NA,5580.24,LC
524,Caloprymnus_campestris,Diprotodontia,Potoroidae,927.57,NA,EX
525,Caluromys_derbianus,Didelphimorphia,Didelphidae,326.72,678553.48,LC
526,Caluromys_lanatus,Didelphimorphia,Didelphidae,350.33,3683731.12,LC
527,Caluromys_philander,Didelphimorphia,Didelphidae,246.47,3212264.13,LC
528,Caluromysiops_irrupta,Didelphimorphia,Didelphidae,257.48,188864.44,LC
529,Calyptophractus_retusus,Cingulata,Dasypodidae,129.99,1081453.8,DD
530,Canis_adustus,Carnivora,Canidae,10392.49,10581413.14,LC
531,Canis_aureus,Carnivora,Canidae,9658.7,25739527.43,LC
532,Canis_latrans,Carnivora,Canidae,11989.1,17099094.3,LC
533,Canis_lupus,Carnivora,Canidae,31756.51,50803439.7,LC
534,Canis_mesomelas,Carnivora,Canidae,8247.3,6248779.95,LC
535,Canis_simensis,Carnivora,Canidae,14361.86,11402.81,EN
536,Cannomys_badius,Rodentia,Spalacidae,472.07,818286,LC
537,Cansumys_canus,Rodentia,Cricetidae,NA,267130.76,LC
538,Caperea_marginata,Cetacea,Neobalaenidae,31999999.98,NA,DD
539,Capra_caucasica,Artiodactyla,Bovidae,58149.52,32781.87,EN
540,Capra_falconeri,Artiodactyla,Bovidae,54303.37,155075.85,EN
541,Capra_ibex,Artiodactyla,Bovidae,69546.83,145098.13,LC
542,Capra_nubiana,Artiodactyla,Bovidae,47763.72,177986.79,VU
543,Capra_pyrenaica,Artiodactyla,Bovidae,60898.77,110472.5,LC
544,Capra_sibirica,Artiodactyla,Bovidae,130000,2802214.24,LC
545,Capra_walie,Artiodactyla,Bovidae,100144.02,4294.5,EN
546,Capreolus_capreolus,Artiodactyla,Cervidae,22502.01,6777177.58,LC
547,Capreolus_pygargus,Artiodactyla,Cervidae,41371.03,9816965.75,LC
548,Capricornis_crispus,Artiodactyla,Bovidae,43030.64,113318.46,LC
549,Capricornis_milneedwardsii,Artiodactyla,Bovidae,NA,2334828.77,NT
550,Capricornis_rubidus,Artiodactyla,Bovidae,NA,21552.31,NT
551,Capricornis_sumatraensis,Artiodactyla,Bovidae,110942.22,237174.87,VU
552,Capricornis_swinhoei,Artiodactyla,Bovidae,NA,11915.86,LC
553,Capricornis_thar,Artiodactyla,Bovidae,NA,272208.21,NT
554,Caprolagus_hispidus,Lagomorpha,Leporidae,2496.99,44515.42,EN
555,Capromys_pilorides,Rodentia,Capromyidae,5200,109410.88,LC
556,Caracal_caracal,Carnivora,Felidae,11964.38,26609096.78,LC
557,Cardiocranius_paradoxus,Rodentia,Dipodidae,NA,1329093.59,DD
558,Cardioderma_cor,Chiroptera,Megadermatidae,26.45,2892359.62,LC
559,Carollia_brevicauda,Chiroptera,Phyllostomidae,14.85,11615943.22,LC
560,Carollia_castanea,Chiroptera,Phyllostomidae,13.1,4881458.89,LC
561,Carollia_perspicillata,Chiroptera,Phyllostomidae,19.23,14098730.57,LC
562,Carollia_sowelli,Chiroptera,Phyllostomidae,NA,NA,LC
563,Carollia_subrufa,Chiroptera,Phyllostomidae,15.84,330694.77,LC
564,Carpitalpa_arendsi,Afrosoricida,Chrysochloridae,52.34,40698.67,VU
565,Carpomys_melanurus,Rodentia,Muridae,NA,404.03,DD
566,Carpomys_phaeurus,Rodentia,Muridae,NA,230.12,LC
567,Carterodon_sulcidens,Rodentia,Echimyidae,113.8,456431.68,DD
568,Caryomys_eva,Rodentia,Cricetidae,NA,554001.65,LC
569,Caryomys_inez,Rodentia,Cricetidae,NA,383954.03,LC
570,Casinycteris_argynnis,Chiroptera,Pteropodidae,28.28,1040595.8,LC
571,Castor_canadensis,Rodentia,Castoridae,18124.41,15377760.47,LC
572,Castor_fiber,Rodentia,Castoridae,19000,2929213.57,LC
573,Catagonus_wagneri,Artiodactyla,Tayassuidae,35566.4,329880.88,EN
574,Cavia_aperea,Rodentia,Caviidae,524.38,6171299.51,LC
575,Cavia_fulgida,Rodentia,Caviidae,282.5,293803.2,LC
576,Cavia_intermedia,Rodentia,Caviidae,NA,NA,CR
577,Cavia_magna,Rodentia,Caviidae,459.99,178490.87,LC
578,Cavia_tschudii,Rodentia,Caviidae,1000,1337430.45,LC
579,Cebus_albifrons,Primates,Cebidae,2509.68,3105886.13,LC
580,Cebus_apella,Primates,Cebidae,2758.38,10768851.82,LC
581,Cebus_capucinus,Primates,Cebidae,3005.99,431037.87,LC
582,Cebus_kaapori,Primates,Cebidae,3000,83826.99,CR
583,Cebus_libidinosus,Primates,Cebidae,NA,500245.27,LC
584,Cebus_nigritus,Primates,Cebidae,NA,449987.63,NT
585,Cebus_olivaceus,Primates,Cebidae,2787.64,1484240.05,LC
586,Cebus_xanthosternos,Primates,Cebidae,NA,62866.63,CR
587,Centronycteris_centralis,Chiroptera,Emballonuridae,NA,1484754.75,LC
588,Centronycteris_maximiliani,Chiroptera,Emballonuridae,23,5567605.79,LC
589,Centurio_senex,Chiroptera,Phyllostomidae,23.09,2107462.67,LC
590,Cephalophus_adersi,Artiodactyla,Bovidae,9249.95,3824.3,CR
591,Cephalophus_callipygus,Artiodactyla,Bovidae,19079.23,788397.64,LC
592,Cephalophus_dorsalis,Artiodactyla,Bovidae,20000,2874503.05,LC
593,Cephalophus_jentinki,Artiodactyla,Bovidae,68489.54,130952.07,EN
594,Cephalophus_leucogaster,Artiodactyla,Bovidae,13208.69,1396673.01,LC
595,Cephalophus_natalensis,Artiodactyla,Bovidae,12724.51,1208751.28,LC
596,Cephalophus_niger,Artiodactyla,Bovidae,19094.32,726891.4,LC
597,Cephalophus_nigrifrons,Artiodactyla,Bovidae,14676.33,2766201.07,LC
598,Cephalophus_ogilbyi,Artiodactyla,Bovidae,18386.42,231511.16,LC
599,Cephalophus_rufilatus,Artiodactyla,Bovidae,12114.57,3098970.49,LC
600,Cephalophus_silvicultor,Artiodactyla,Bovidae,62006.6,6018051.89,LC
601,Cephalophus_spadix,Artiodactyla,Bovidae,56857.02,36583.37,EN
602,Cephalophus_weynsi,Artiodactyla,Bovidae,NA,1692834.41,LC
603,Cephalophus_zebra,Artiodactyla,Bovidae,15654.75,171546.51,VU
604,Cephalorhynchus_commersonii,Cetacea,Delphinidae,72400,NA,DD
605,Cephalorhynchus_eutropia,Cetacea,Delphinidae,45000,NA,NT
606,Cephalorhynchus_heavisidii,Cetacea,Delphinidae,39999.99,NA,DD
607,Cephalorhynchus_hectori,Cetacea,Delphinidae,49999.99,NA,EN
608,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,2285939.43,3184467.13,NT
609,Cercartetus_caudatus,Diprotodontia,Burramyidae,23.05,221311.97,LC
610,Cercartetus_concinnus,Diprotodontia,Burramyidae,15.96,611282.88,LC
611,Cercartetus_lepidus,Diprotodontia,Burramyidae,8.03,93697.61,LC
612,Cercartetus_nanus,Diprotodontia,Burramyidae,26.85,378748.79,LC
613,Cercocebus_agilis,Primates,Cercopithecidae,7105.62,1068616.42,LC
614,Cercocebus_atys,Primates,Cercopithecidae,6941.24,440620.58,VU
615,Cercocebus_chrysogaster,Primates,Cercopithecidae,NA,564761.67,DD
616,Cercocebus_galeritus,Primates,Cercopithecidae,7077.66,20246.09,EN
617,Cercocebus_sanjei,Primates,Cercopithecidae,NA,59607.49,EN
618,Cercocebus_torquatus,Primates,Cercopithecidae,7293.07,362869.59,VU
619,Cercopithecus_ascanius,Primates,Cercopithecidae,3540.24,3012180.23,LC
620,Cercopithecus_campbelli,Primates,Cercopithecidae,3627.73,262404.57,LC
621,Cercopithecus_cephus,Primates,Cercopithecidae,3444.88,898367.43,LC
622,Cercopithecus_diana,Primates,Cercopithecidae,4358.91,177249.87,VU
623,Cercopithecus_dryas,Primates,Cercopithecidae,2784.06,151925.19,CR
624,Cercopithecus_erythrogaster,Primates,Cercopithecidae,3444.88,102343.83,VU
625,Cercopithecus_erythrotis,Primates,Cercopithecidae,3254.98,87403.19,VU
626,Cercopithecus_hamlyni,Primates,Cercopithecidae,NA,328372.58,VU
627,Cercopithecus_lhoesti,Primates,Cercopithecidae,5307.47,451166.22,VU
628,Cercopithecus_mitis,Primates,Cercopithecidae,5041.29,2341818.13,LC
629,Cercopithecus_mona,Primates,Cercopithecidae,3980.17,652362.31,LC
630,Cercopithecus_neglectus,Primates,Cercopithecidae,5324.52,2963266.5,LC
631,Cercopithecus_nictitans,Primates,Cercopithecidae,5256.91,2185668.95,LC
632,Cercopithecus_petaurista,Primates,Cercopithecidae,3233.67,619437.28,LC
633,Cercopithecus_pogonias,Primates,Cercopithecidae,3578.27,1592652.96,LC
634,Cercopithecus_preussi,Primates,Cercopithecidae,5132.57,60552.81,EN
635,Cercopithecus_sclateri,Primates,Cercopithecidae,3067.29,30025.23,VU
636,Cercopithecus_solatus,Primates,Cercopithecidae,5256.91,14715.81,VU
637,Cerdocyon_thous,Carnivora,Canidae,5741.66,7091683.41,LC
638,Cervus_elaphus,Artiodactyla,Cervidae,240867.13,14167735.33,LC
639,Cervus_nippon,Artiodactyla,Cervidae,52999.99,2714652.61,LC
640,Chaeropus_ecaudatus,Peramelemorphia,Chaeropodidae,219.51,NA,EX
641,Chaetocauda_sichuanensis,Rodentia,Gliridae,31.51,37.63,DD
642,Chaetodipus_arenarius,Rodentia,Heteromyidae,23,84613.78,LC
643,Chaetodipus_artus,Rodentia,Heteromyidae,NA,89639.36,LC
644,Chaetodipus_baileyi,Rodentia,Heteromyidae,28.44,225471.23,LC
645,Chaetodipus_californicus,Rodentia,Heteromyidae,23.01,116215.94,LC
646,Chaetodipus_dalquesti,Rodentia,Heteromyidae,NA,6751.03,VU
647,Chaetodipus_eremicus,Rodentia,Heteromyidae,NA,541954.63,LC
648,Chaetodipus_fallax,Rodentia,Heteromyidae,19.19,82998.2,LC
649,Chaetodipus_formosus,Rodentia,Heteromyidae,20.02,397044.69,LC
650,Chaetodipus_goldmani,Rodentia,Heteromyidae,NA,59093.22,NT
651,Chaetodipus_hispidus,Rodentia,Heteromyidae,37.24,2344025.56,LC
652,Chaetodipus_intermedius,Rodentia,Heteromyidae,14.94,511920.17,LC
653,Chaetodipus_lineatus,Rodentia,Heteromyidae,23,18026.29,DD
654,Chaetodipus_nelsoni,Rodentia,Heteromyidae,15.53,566702.48,LC
655,Chaetodipus_penicillatus,Rodentia,Heteromyidae,15.57,407770.3,LC
656,Chaetodipus_pernix,Rodentia,Heteromyidae,17,99496.23,LC
657,Chaetodipus_rudinoris,Rodentia,Heteromyidae,NA,100302.54,LC
658,Chaetodipus_spinatus,Rodentia,Heteromyidae,16.34,126559.57,LC
659,Chaetomys_subspinosus,Rodentia,Erethizontidae,1299.99,110201.56,VU
660,Chaetophractus_nationi,Cingulata,Dasypodidae,2110.04,334227.31,VU
661,Chaetophractus_vellerosus,Cingulata,Dasypodidae,930.16,2372278.01,LC
662,Chaetophractus_villosus,Cingulata,Dasypodidae,4372.8,2743631.76,LC
663,Chalinolobus_dwyeri,Chiroptera,Vespertilionidae,8.74,521325.88,NT
664,Chalinolobus_gouldii,Chiroptera,Vespertilionidae,14.24,7346335.67,LC
665,Chalinolobus_morio,Chiroptera,Vespertilionidae,8.91,2259579.36,LC
666,Chalinolobus_neocaledonicus,Chiroptera,Vespertilionidae,NA,16470.95,EN
667,Chalinolobus_nigrogriseus,Chiroptera,Vespertilionidae,8.79,1435584.1,LC
668,Chalinolobus_picatus,Chiroptera,Vespertilionidae,NA,1033460.02,NT
669,Chalinolobus_tuberculatus,Chiroptera,Vespertilionidae,NA,174975.16,VU
670,Cheirogaleus_adipicaudatus,Primates,Cheirogaleidae,NA,40707.46,DD
671,Cheirogaleus_crossleyi,Primates,Cheirogaleidae,NA,47826.13,DD
672,Cheirogaleus_major,Primates,Cheirogaleidae,446.02,112950.33,LC
673,Cheirogaleus_medius,Primates,Cheirogaleidae,196.76,122848.88,LC
674,Cheirogaleus_minusculus,Primates,Cheirogaleidae,NA,805.63,DD
675,Cheirogaleus_ravus,Primates,Cheirogaleidae,NA,2240.1,DD
676,Cheirogaleus_sibreei,Primates,Cheirogaleidae,NA,12712.93,DD
677,Cheiromeles_parvidens,Chiroptera,Molossidae,NA,288626.23,LC
678,Cheiromeles_torquatus,Chiroptera,Molossidae,169.43,1212454.98,LC
679,Chelemys_delfini,Rodentia,Cricetidae,NA,NA,DD
680,Chelemys_macronyx,Rodentia,Cricetidae,70.99,199620.99,LC
681,Chelemys_megalonyx,Rodentia,Cricetidae,50.8,119540.42,NT
682,Chibchanomys_orcesi,Rodentia,Cricetidae,NA,NA,DD
683,Chibchanomys_trichotis,Rodentia,Cricetidae,49.99,222554.14,DD
684,Chilomys_instans,Rodentia,Cricetidae,19,84512.45,LC
685,Chilonatalus_micropus,Chiroptera,Natalidae,NA,192773.97,NT
686,Chilonatalus_tumidifrons,Chiroptera,Natalidae,3.62,1525.32,NT
687,Chimarrogale_hantu,Soricomorpha,Soricidae,54.99,24502.23,NT
688,Chimarrogale_himalayica,Soricomorpha,Soricidae,33.5,2340589.67,LC
689,Chimarrogale_phaeura,Soricomorpha,Soricidae,NA,10154.88,EN
690,Chimarrogale_platycephalus,Soricomorpha,Soricidae,36.32,144298.51,LC
691,Chimarrogale_styani,Soricomorpha,Soricidae,NA,670833.47,LC
692,Chimarrogale_sumatrana,Soricomorpha,Soricidae,NA,16144.13,DD
693,Chinchilla_chinchilla,Rodentia,Chinchillidae,499.99,492097.47,CR
694,Chinchilla_lanigera,Rodentia,Chinchillidae,480.28,36255.13,CR
695,Chinchillula_sahamae,Rodentia,Cricetidae,169.74,253693.91,LC
696,Chionomys_gud,Rodentia,Cricetidae,NA,110928.21,LC
697,Chionomys_nivalis,Rodentia,Cricetidae,42.01,777915.74,LC
698,Chionomys_roberti,Rodentia,Cricetidae,NA,90790.68,LC
699,Chiroderma_doriae,Chiroptera,Phyllostomidae,19.9,499911.44,LC
700,Chiroderma_improvisum,Chiroptera,Phyllostomidae,35.39,1580.07,VU
701,Chiroderma_salvini,Chiroptera,Phyllostomidae,26.3,3181262.57,LC
702,Chiroderma_trinitatum,Chiroptera,Phyllostomidae,13.91,9415792.03,LC
703,Chiroderma_villosum,Chiroptera,Phyllostomidae,23.81,10366490.11,LC
704,Chiromyscus_chiropus,Rodentia,Muridae,NA,460796.22,LC
705,Chironax_melanocephalus,Chiroptera,Pteropodidae,17.7,427413.21,LC
706,Chironectes_minimus,Didelphimorphia,Didelphidae,974.33,3719496.58,LC
707,Chiropodomys_calamianensis,Rodentia,Muridae,28.9,12831.87,DD
708,Chiropodomys_gliroides,Rodentia,Muridae,23.68,847918.53,LC
709,Chiropodomys_karlkoopmani,Rodentia,Muridae,NA,4520.24,EN
710,Chiropodomys_major,Rodentia,Muridae,28.9,55075.67,DD
711,Chiropodomys_muroides,Rodentia,Muridae,28.9,1113.96,DD
712,Chiropodomys_pusillus,Rodentia,Muridae,28.9,59722.74,DD
713,Chiropotes_albinasus,Primates,Pitheciidae,2793.21,660974.43,EN
714,Chiropotes_chiropotes,Primates,Pitheciidae,NA,NA,LC
715,Chiropotes_satanas,Primates,Pitheciidae,2967.27,NA,CR
