,MSW05_Binomial,MSW05_Order,MSW05_Family,AdultBodyMass_g,GR_Area_km2,RedList
1196,Dendromus_lovati,Rodentia,Nesomyidae,12,193162.56,LC
1197,Dendromus_melanotis,Rodentia,Nesomyidae,9.1,11031261.31,LC
1198,Dendromus_mesomelas,Rodentia,Nesomyidae,10.2,3423076.47,LC
1199,Dendromus_messorius,Rodentia,Nesomyidae,NA,2336490.65,LC
1200,Dendromus_mystacalis,Rodentia,Nesomyidae,8.17,5794924.77,LC
1201,Dendromus_nyikae,Rodentia,Nesomyidae,15,2955843.08,LC
1202,Dendromus_oreas,Rodentia,Nesomyidae,NA,13754.34,VU
1203,Dendromus_vernayi,Rodentia,Nesomyidae,NA,7879.79,DD
1204,Dendroprionomys_rousseloti,Rodentia,Nesomyidae,NA,2830.43,DD
1205,Deomys_ferrugineus,Rodentia,Muridae,57.6,1689421.98,LC
1206,Dephomys_defua,Rodentia,Muridae,43.05,414109.82,LC
1207,Desmana_moschata,Soricomorpha,Talpidae,427.64,1225328.6,VU
1208,Desmodilliscus_braueri,Rodentia,Muridae,10,3069834.82,LC
1209,Desmodillus_auricularis,Rodentia,Muridae,54.81,1924878.41,LC
1210,Desmodus_rotundus,Chiroptera,Phyllostomidae,33.16,17803912.83,LC
1211,Desmomys_harringtoni,Rodentia,Muridae,89.99,286640.37,LC
1212,Desmomys_yaldeni,Rodentia,Muridae,NA,NA,EN
1213,Diaemus_youngi,Chiroptera,Phyllostomidae,36.71,13545719.31,LC
1214,Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,1046156.04,594010.97,CR
1215,Diceros_bicornis,Perissodactyla,Rhinocerotidae,995940.54,11451482.02,CR
1216,Diclidurus_albus,Chiroptera,Emballonuridae,16.56,7898368.07,LC
1217,Diclidurus_ingens,Chiroptera,Emballonuridae,12.3,2138238,DD
1218,Diclidurus_isabellus,Chiroptera,Emballonuridae,12.61,710901.14,LC
1219,Diclidurus_scutatus,Chiroptera,Emballonuridae,13.62,2914021.53,LC
1220,Dicrostonyx_groenlandicus,Rodentia,Cricetidae,58.44,3130947.24,LC
1221,Dicrostonyx_hudsonius,Rodentia,Cricetidae,57,487889.71,LC
1222,Dicrostonyx_nelsoni,Rodentia,Cricetidae,NA,4909.61,LC
1223,Dicrostonyx_nunatakensis,Rodentia,Cricetidae,NA,76122.24,LC
1224,Dicrostonyx_richardsoni,Rodentia,Cricetidae,NA,403806.74,LC
1225,Dicrostonyx_torquatus,Rodentia,Cricetidae,78.77,1960681.18,LC
1226,Dicrostonyx_unalascensis,Rodentia,Cricetidae,NA,4501.73,DD
1227,Dicrostonyx_vinogradovi,Rodentia,Cricetidae,NA,7718.13,DD
1228,Didelphis_albiventris,Didelphimorphia,Didelphidae,1030.47,7561455.22,LC
1229,Didelphis_aurita,Didelphimorphia,Didelphidae,1105.88,1075333.48,LC
1230,Didelphis_imperfecta,Didelphimorphia,Didelphidae,NA,142295.28,LC
1231,Didelphis_marsupialis,Didelphimorphia,Didelphidae,1134.75,7324303.06,LC
1232,Didelphis_pernigra,Didelphimorphia,Didelphidae,NA,NA,LC
1233,Didelphis_virginiana,Didelphimorphia,Didelphidae,2442.08,5696037.14,LC
1234,Dinaromys_bogdanovi,Rodentia,Cricetidae,56,117073.5,VU
1235,Dinomys_branickii,Rodentia,Dinomyidae,12500,1963973.9,VU
1236,Diomys_crumpi,Rodentia,Muridae,NA,283011.21,DD
1237,Diphylla_ecaudata,Chiroptera,Phyllostomidae,28.11,8019521.93,LC
1238,Diplogale_hosei,Carnivora,Viverridae,NA,14471.88,VU
1239,Diplomesodon_pulchellum,Soricomorpha,Soricidae,11,978642.88,LC
1240,Diplomys_caniceps,Rodentia,Echimyidae,394.49,26895.61,DD
1241,Diplomys_labilis,Rodentia,Echimyidae,282.17,140013.69,LC
1242,Diplothrix_legata,Rodentia,Muridae,NA,2170.25,EN
1243,Dipodomys_agilis,Rodentia,Heteromyidae,60.21,59736.35,LC
1244,Dipodomys_californicus,Rodentia,Heteromyidae,84.95,86283.94,LC
1245,Dipodomys_compactus,Rodentia,Heteromyidae,49.25,48975.08,LC
1246,Dipodomys_deserti,Rodentia,Heteromyidae,107.63,308413.93,LC
1247,Dipodomys_elator,Rodentia,Heteromyidae,105.82,12077.2,VU
1248,Dipodomys_gravipes,Rodentia,Heteromyidae,83.96,2231.05,CR
1249,Dipodomys_heermanni,Rodentia,Heteromyidae,63.08,70348.64,LC
1250,Dipodomys_ingens,Rodentia,Heteromyidae,113.61,6724.92,EN
1251,Dipodomys_merriami,Rodentia,Heteromyidae,37.91,1420055.67,LC
1252,Dipodomys_microps,Rodentia,Heteromyidae,56.26,392813.73,LC
1253,Dipodomys_nelsoni,Rodentia,Heteromyidae,87.93,193502.54,LC
1254,Dipodomys_nitratoides,Rodentia,Heteromyidae,41.59,11321.45,VU
1255,Dipodomys_ordii,Rodentia,Heteromyidae,50.4,3426002.61,LC
1256,Dipodomys_panamintinus,Rodentia,Heteromyidae,73.67,61106.76,LC
1257,Dipodomys_phillipsii,Rodentia,Heteromyidae,41,177725.95,LC
1258,Dipodomys_simulans,Rodentia,Heteromyidae,NA,134662.93,LC
1259,Dipodomys_spectabilis,Rodentia,Heteromyidae,124.61,525470.85,NT
1260,Dipodomys_stephensi,Rodentia,Heteromyidae,68.49,8439.21,EN
1261,Dipodomys_venustus,Rodentia,Heteromyidae,81.52,16390.36,LC
1262,Dipus_sagitta,Rodentia,Dipodidae,89,5074051.06,LC
1263,Distoechurus_pennatus,Diprotodontia,Acrobatidae,52.74,234473.26,LC
1264,Dobsonia_anderseni,Chiroptera,Pteropodidae,233.99,22628.33,LC
1265,Dobsonia_beauforti,Chiroptera,Pteropodidae,165.35,7965.78,LC
1266,Dobsonia_chapmani,Chiroptera,Pteropodidae,NA,NA,CR
1267,Dobsonia_crenulata,Chiroptera,Pteropodidae,218.21,25941.38,LC
1268,Dobsonia_emersa,Chiroptera,Pteropodidae,201.06,2639.5,VU
1269,Dobsonia_exoleta,Chiroptera,Pteropodidae,302.03,174051.74,LC
1270,Dobsonia_inermis,Chiroptera,Pteropodidae,152.6,34503.07,LC
1271,Dobsonia_minor,Chiroptera,Pteropodidae,85.95,340450.08,LC
1272,Dobsonia_moluccensis,Chiroptera,Pteropodidae,447.64,45157.74,LC
1273,Dobsonia_pannietensis,Chiroptera,Pteropodidae,239.19,5451.04,NT
1274,Dobsonia_peronii,Chiroptera,Pteropodidae,226.51,84055.51,LC
1275,Dobsonia_praedatrix,Chiroptera,Pteropodidae,178.74,24235.72,LC
1276,Dobsonia_viridis,Chiroptera,Pteropodidae,240.66,225635.37,LC
1277,Dolichotis_patagonum,Rodentia,Caviidae,8000,824849.06,NT
1278,Dolichotis_salinicola,Rodentia,Caviidae,1607.6,709321.91,LC
1279,Dologale_dybowskii,Carnivora,Herpestidae,361.92,433013.15,DD
1280,Dorcatragus_megalotis,Artiodactyla,Bovidae,10918.12,77951.19,VU
1281,Dorcopsis_atrata,Diprotodontia,Macropodidae,6198.87,193.45,CR
1282,Dorcopsis_hageni,Diprotodontia,Macropodidae,5499.99,137660.44,LC
1283,Dorcopsis_luctuosa,Diprotodontia,Macropodidae,4939.56,61047.01,VU
1284,Dorcopsis_muelleri,Diprotodontia,Macropodidae,5370.79,63643.38,LC
1285,Dorcopsulus_macleayi,Diprotodontia,Macropodidae,2780.54,4202.6,LC
1286,Dorcopsulus_vanheurni,Diprotodontia,Macropodidae,1890.36,147605.92,NT
1287,Dremomys_everetti,Rodentia,Sciuridae,129.78,34475.51,LC
1288,Dremomys_gularis,Rodentia,Sciuridae,NA,79065.48,LC
1289,Dremomys_lokriah,Rodentia,Sciuridae,226.99,365201.53,LC
1290,Dremomys_pernyi,Rodentia,Sciuridae,198.63,948328.77,LC
1291,Dremomys_pyrrhomerus,Rodentia,Sciuridae,NA,733238.5,LC
1292,Dremomys_rufigenis,Rodentia,Sciuridae,200.32,1070548.68,LC
1293,Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,25,58876.08,NT
1294,Dryomys_laniger,Rodentia,Gliridae,25.91,612.63,DD
1295,Dryomys_niethammeri,Rodentia,Gliridae,NA,NA,VU
1296,Dryomys_nitedula,Rodentia,Gliridae,29.5,4841456.73,LC
1297,Dugong_dugon,Sirenia,Dugongidae,295000,NA,VU
1298,Dusicyon_australis,Carnivora,Canidae,NA,NA,EX
1299,Dyacopterus_brooksi,Chiroptera,Pteropodidae,NA,6196.65,VU
1300,Dyacopterus_spadiceus,Chiroptera,Pteropodidae,81.1,121150.39,NT
1301,Dymecodon_pilirostris,Soricomorpha,Talpidae,15.46,19085.78,LC
1302,Echimys_chrysurus,Rodentia,Echimyidae,609.99,1259228.06,LC
1303,Echimys_saturnus,Rodentia,Echimyidae,626.89,159720.92,DD
1304,Echinoprocta_rufescens,Rodentia,Erethizontidae,831.79,32259.39,LC
1305,Echinops_telfairi,Afrosoricida,Tenrecidae,152.25,61701.13,LC
1306,Echinosorex_gymnura,Erinaceomorpha,Erinaceidae,756.53,1374526.86,LC
1307,Echiothrix_centrosa,Rodentia,Muridae,NA,NA,VU
1308,Echiothrix_leucura,Rodentia,Muridae,NA,NA,EN
1309,Echymipera_clara,Peramelemorphia,Peramelidae,1204.61,79519.52,LC
1310,Echymipera_davidi,Peramelemorphia,Peramelidae,817.05,280.1,EN
1311,Echymipera_echinista,Peramelemorphia,Peramelidae,1204.61,547.08,DD
1312,Echymipera_kalubu,Peramelemorphia,Peramelidae,825.16,546845.23,LC
1313,Echymipera_rufescens,Peramelemorphia,Peramelidae,1051.48,844307.77,LC
1314,Ectophylla_alba,Chiroptera,Phyllostomidae,5.55,138091.24,NT
1315,Eidolon_dupreanum,Chiroptera,Pteropodidae,297.58,594211.19,VU
1316,Eidolon_helvum,Chiroptera,Pteropodidae,254.61,18942406.16,NT
1317,Eira_barbara,Carnivora,Mustelidae,4134.99,13411787.9,LC
1318,Elaphodus_cephalophus,Artiodactyla,Cervidae,23087.87,1959738.34,NT
1319,Elaphurus_davidianus,Artiodactyla,Cervidae,165989.17,NA,EW
1320,Elephantulus_brachyrhynchus,Macroscelidea,Macroscelididae,45.11,4159026.28,LC
1321,Elephantulus_edwardii,Macroscelidea,Macroscelididae,49.69,143549.15,LC
1322,Elephantulus_fuscipes,Macroscelidea,Macroscelididae,57,204288.74,DD
1323,Elephantulus_fuscus,Macroscelidea,Macroscelididae,NA,269841.51,DD
1324,Elephantulus_intufi,Macroscelidea,Macroscelididae,48.9,1304584.51,LC
1325,Elephantulus_myurus,Macroscelidea,Macroscelididae,59.51,1016019.35,LC
1326,Elephantulus_revoili,Macroscelidea,Macroscelididae,32.49,127810,DD
1327,Elephantulus_rozeti,Macroscelidea,Macroscelididae,43.07,847148.97,LC
1328,Elephantulus_rufescens,Macroscelidea,Macroscelididae,52.78,1140379.85,LC
1329,Elephantulus_rupestris,Macroscelidea,Macroscelididae,65.56,627256.04,LC
1330,Elephas_maximus,Proboscidea,Elephantidae,3269794.34,1429082.59,EN
1331,Eligmodontia_moreni,Rodentia,Cricetidae,18,14673.54,LC
1332,Eligmodontia_morgani,Rodentia,Cricetidae,16.5,213111.63,LC
1333,Eligmodontia_puerulus,Rodentia,Cricetidae,28.49,423135.02,LC
1334,Eligmodontia_typus,Rodentia,Cricetidae,17.37,587545.76,LC
1335,Eliomys_melanurus,Rodentia,Gliridae,100.36,313223.51,LC
1336,Eliomys_munbyanus,Rodentia,Gliridae,NA,NA,LC
1337,Eliomys_quercinus,Rodentia,Gliridae,114.61,3870497.26,NT
1338,Eliurus_antsingy,Rodentia,Nesomyidae,NA,NA,DD
1339,Eliurus_ellermani,Rodentia,Nesomyidae,100,NA,DD
1340,Eliurus_grandidieri,Rodentia,Nesomyidae,NA,NA,LC
1341,Eliurus_majori,Rodentia,Nesomyidae,100,68679.86,LC
1342,Eliurus_minor,Rodentia,Nesomyidae,57.53,72857.79,LC
1343,Eliurus_myoxinus,Rodentia,Nesomyidae,69.76,92064.6,LC
1344,Eliurus_penicillatus,Rodentia,Nesomyidae,100,118.48,EN
1345,Eliurus_petteri,Rodentia,Nesomyidae,75,NA,VU
1346,Eliurus_tanala,Rodentia,Nesomyidae,89.99,29102.38,LC
1347,Eliurus_webbi,Rodentia,Nesomyidae,61.13,85117.66,LC
1348,Ellobius_alaicus,Rodentia,Cricetidae,NA,2999.15,DD
1349,Ellobius_fuscocapillus,Rodentia,Cricetidae,80,560273.09,LC
1350,Ellobius_lutescens,Rodentia,Cricetidae,NA,703238.29,LC
1351,Ellobius_talpinus,Rodentia,Cricetidae,40,3707268.83,LC
1352,Ellobius_tancrei,Rodentia,Cricetidae,NA,4105446.5,LC
1353,Emballonura_alecto,Chiroptera,Emballonuridae,5.25,1034172.29,LC
1354,Emballonura_atrata,Chiroptera,Emballonuridae,4.55,130634.93,LC
1355,Emballonura_beccarii,Chiroptera,Emballonuridae,4.31,150538.97,LC
1356,Emballonura_dianae,Chiroptera,Emballonuridae,NA,75205.95,LC
1357,Emballonura_furax,Chiroptera,Emballonuridae,NA,143071.76,DD
1358,Emballonura_monticola,Chiroptera,Emballonuridae,5.35,1495997.23,LC
1359,Emballonura_raffrayana,Chiroptera,Emballonuridae,5.61,432542.2,LC
1360,Emballonura_semicaudata,Chiroptera,Emballonuridae,6.29,2369.52,EN
1361,Emballonura_serii,Chiroptera,Emballonuridae,NA,1213.29,LC
1362,Enchisthenes_hartii,Chiroptera,Phyllostomidae,16.99,3507398.71,LC
1363,Enhydra_lutris,Carnivora,Mustelidae,27410.93,NA,EN
1364,Eoglaucomys_fimbriatus,Rodentia,Sciuridae,510,120532.97,LC
1365,Eolagurus_luteus,Rodentia,Cricetidae,26,358386.88,LC
1366,Eolagurus_przewalskii,Rodentia,Cricetidae,NA,1326880.59,LC
1367,Eonycteris_major,Chiroptera,Pteropodidae,70.7,328195.7,DD
1368,Eonycteris_robusta,Chiroptera,Pteropodidae,78.36,223952,NT
1369,Eonycteris_spelaea,Chiroptera,Pteropodidae,58.7,3882233.27,LC
1370,Eospalax_fontanierii,Rodentia,Spalacidae,256.76,952910.54,LC
1371,Eospalax_rothschildi,Rodentia,Spalacidae,NA,119023.34,LC
1372,Eospalax_smithii,Rodentia,Spalacidae,NA,132161.7,LC
1373,Eothenomys_cachinus,Rodentia,Cricetidae,NA,NA,LC
1374,Eothenomys_chinensis,Rodentia,Cricetidae,NA,245944.74,LC
1375,Eothenomys_custos,Rodentia,Cricetidae,NA,31182.61,LC
1376,Eothenomys_melanogaster,Rodentia,Cricetidae,19.59,1184509.86,LC
1377,Eothenomys_miletus,Rodentia,Cricetidae,NA,NA,LC
1378,Eothenomys_olitor,Rodentia,Cricetidae,NA,121816.16,LC
1379,Eothenomys_proditor,Rodentia,Cricetidae,NA,79297.07,LC
1380,Eothenomys_wardi,Rodentia,Cricetidae,NA,NA,NT
1381,Eozapus_setchuanus,Rodentia,Dipodidae,NA,595093.11,LC
1382,Episoriculus_caudatus,Soricomorpha,Soricidae,NA,698689.98,LC
1383,Episoriculus_fumidus,Soricomorpha,Soricidae,6.95,36065.98,LC
1384,Episoriculus_leucops,Soricomorpha,Soricidae,NA,385403.65,LC
1385,Episoriculus_macrurus,Soricomorpha,Soricidae,NA,972615.65,LC
1386,Epixerus_ebii,Rodentia,Sciuridae,520.96,312109.1,LC
1387,Epomophorus_angolensis,Chiroptera,Pteropodidae,NA,346769.46,NT
1388,Epomophorus_crypturus,Chiroptera,Pteropodidae,95.04,2059789.46,LC
1389,Epomophorus_gambianus,Chiroptera,Pteropodidae,134.59,3524240.83,LC
1390,Epomophorus_grandis,Chiroptera,Pteropodidae,49.42,775.34,DD
1391,Epomophorus_labiatus,Chiroptera,Pteropodidae,69.65,3251459.29,LC
1392,Epomophorus_minimus,Chiroptera,Pteropodidae,NA,3035705.24,LC
1393,Epomophorus_wahlbergi,Chiroptera,Pteropodidae,93.59,5397486.84,LC
1394,Epomops_buettikoferi,Chiroptera,Pteropodidae,135.67,479614.16,LC
1395,Epomops_dobsonii,Chiroptera,Pteropodidae,122.08,1146440.89,LC
1396,Epomops_franqueti,Chiroptera,Pteropodidae,118.99,3922873.36,LC
1397,Eptesicus_andinus,Chiroptera,Vespertilionidae,NA,6239397.29,LC
1398,Eptesicus_bobrinskoi,Chiroptera,Vespertilionidae,7.54,189044.08,LC
1399,Eptesicus_bottae,Chiroptera,Vespertilionidae,15.66,1701007.28,LC
1400,Eptesicus_brasiliensis,Chiroptera,Vespertilionidae,9.2,13985175.36,LC
1401,Eptesicus_chiriquinus,Chiroptera,Vespertilionidae,NA,6102327.15,LC
1402,Eptesicus_diminutus,Chiroptera,Vespertilionidae,5.99,3192661.14,DD
1403,Eptesicus_dimissus,Chiroptera,Vespertilionidae,13.03,18.82,DD
1404,Eptesicus_floweri,Chiroptera,Vespertilionidae,NA,182901.22,LC
1405,Eptesicus_furinalis,Chiroptera,Vespertilionidae,7.7,15960672,LC
1406,Eptesicus_fuscus,Chiroptera,Vespertilionidae,17.49,13321726.93,LC
1407,Eptesicus_gobiensis,Chiroptera,Vespertilionidae,NA,1038607.49,LC
1408,Eptesicus_guadeloupensis,Chiroptera,Vespertilionidae,NA,1476.99,VU
1409,Eptesicus_hottentotus,Chiroptera,Vespertilionidae,30.33,1719187.67,LC
1410,Eptesicus_innoxius,Chiroptera,Vespertilionidae,NA,278413.94,NT
1411,Eptesicus_japonensis,Chiroptera,Vespertilionidae,NA,22821.83,EN
1412,Eptesicus_kobayashii,Chiroptera,Vespertilionidae,NA,NA,DD
1413,Eptesicus_matroka,Chiroptera,Vespertilionidae,6.57,536252.04,LC
1414,Eptesicus_nasutus,Chiroptera,Vespertilionidae,7.91,850548.76,LC
1415,Eptesicus_nilssonii,Chiroptera,Vespertilionidae,10.72,10151783.96,LC
1416,Eptesicus_pachyotis,Chiroptera,Vespertilionidae,8.1,412871.13,LC
1417,Eptesicus_platyops,Chiroptera,Vespertilionidae,NA,174149.89,DD
1418,Eptesicus_serotinus,Chiroptera,Vespertilionidae,23.09,8742253.51,LC
1419,Eptesicus_tatei,Chiroptera,Vespertilionidae,NA,1133.48,DD
1420,Equus_grevyi,Perissodactyla,Equidae,408000.35,192991.31,EN
1421,Equus_hemionus,Perissodactyla,Equidae,235248.07,1325419.5,EN
1422,Equus_kiang,Perissodactyla,Equidae,281138.63,538675.46,LC
1423,Equus_quagga,Perissodactyla,Equidae,4.00E+05,NA,LC
1424,Equus_zebra,Perissodactyla,Equidae,282462.13,143855.82,VU
1425,Eremitalpa_granti,Afrosoricida,Chrysochloridae,22.04,66653.99,LC
1426,Eremodipus_lichtensteini,Rodentia,Dipodidae,NA,935335.91,LC
1427,Erethizon_dorsatum,Rodentia,Erethizontidae,7419.46,11016215.61,LC
1428,Erignathus_barbatus,Carnivora,Phocidae,279999.99,NA,LC
1429,Erinaceus_amurensis,Erinaceomorpha,Erinaceidae,NA,2819497.45,LC
1430,Erinaceus_concolor,Erinaceomorpha,Erinaceidae,665.99,NA,LC
1431,Erinaceus_europaeus,Erinaceomorpha,Erinaceidae,777.95,3201699.12,LC
1432,Erinaceus_roumanicus,Erinaceomorpha,Erinaceidae,NA,NA,LC
1433,Eropeplus_canus,Rodentia,Muridae,NA,1002.75,VU
1434,Erophylla_bombifrons,Chiroptera,Phyllostomidae,16.28,83334.5,LC
1435,Erophylla_sezekorni,Chiroptera,Phyllostomidae,15.87,123555.55,LC
1436,Erythrocebus_patas,Primates,Cercopithecidae,7966.3,6948334.33,LC
1437,Eschrichtius_robustus,Cetacea,Eschrichtiidae,27324024.19,NA,LC
1438,Eubalaena_australis,Cetacea,Balaenidae,22999999.91,NA,LC
1439,Eubalaena_glacialis,Cetacea,Balaenidae,22999999.91,NA,EN
1440,Eubalaena_japonica,Cetacea,Balaenidae,NA,NA,EN
1441,Euchoreutes_naso,Rodentia,Dipodidae,NA,1591317.25,LC
1442,Euderma_maculatum,Chiroptera,Vespertilionidae,16.17,2325377.38,LC
1443,Eudiscopus_denticulus,Chiroptera,Vespertilionidae,NA,179005.68,DD
1444,Eudorcas_rufifrons,Artiodactyla,Bovidae,26999.77,3084371.64,VU
1445,Eudorcas_rufina,Artiodactyla,Bovidae,39999.99,NA,DD
1446,Eudorcas_thomsonii,Artiodactyla,Bovidae,22907.43,515821.13,NT
1447,Eulemur_albifrons,Primates,Lemuridae,NA,35602.37,VU
1448,Eulemur_cinereiceps,Primates,Lemuridae,NA,103.56,EN
1449,Eulemur_collaris,Primates,Lemuridae,NA,12809.32,VU
1450,Eulemur_coronatus,Primates,Lemuridae,1699.85,5720.16,VU
1451,Eulemur_fulvus,Primates,Lemuridae,2376.99,25656.44,NT
1452,Eulemur_macaco,Primates,Lemuridae,2470.43,8406.83,VU
1453,Eulemur_mongoz,Primates,Lemuridae,1771.13,7006.3,VU
1454,Eulemur_rubriventer,Primates,Lemuridae,2015.4,56908.42,VU
1455,Eulemur_rufus,Primates,Lemuridae,2394.62,71558.47,DD
1456,Eulemur_sanfordi,Primates,Lemuridae,2394.03,4197.82,EN
1457,Eumetopias_jubatus,Carnivora,Otariidae,382466.74,NA,NT
1458,Eumops_auripendulus,Chiroptera,Molossidae,28.49,14266279.15,LC
1459,Eumops_bonariensis,Chiroptera,Molossidae,12.22,15178955.17,LC
1460,Eumops_dabbenei,Chiroptera,Molossidae,67.27,1430059.82,LC
1461,Eumops_glaucinus,Chiroptera,Molossidae,36.2,11841060.24,LC
1462,Eumops_hansae,Chiroptera,Molossidae,15.47,4648064.88,LC
1463,Eumops_maurus,Chiroptera,Molossidae,NA,269127.99,DD
1464,Eumops_patagonicus,Chiroptera,Molossidae,NA,1653941.7,LC
1465,Eumops_perotis,Chiroptera,Molossidae,50.97,16118784.11,LC
1466,Eumops_trumbulli,Chiroptera,Molossidae,NA,7676222.32,LC
1467,Eumops_underwoodi,Chiroptera,Molossidae,58.67,789177.81,LC
1468,Euneomys_chinchilloides,Rodentia,Cricetidae,75.57,74442.36,DD
1469,Euneomys_fossor,Rodentia,Cricetidae,83,NA,DD
1470,Euneomys_mordax,Rodentia,Cricetidae,81.99,40516.08,LC
1471,Euneomys_petersoni,Rodentia,Cricetidae,83,56740.83,LC
1472,Euoticus_elegantulus,Primates,Galagidae,295.48,901808.78,LC
1473,Euoticus_pallidus,Primates,Galagidae,277.37,117645.33,LC
1474,Eupetaurus_cinereus,Rodentia,Sciuridae,NA,292850.27,EN
1475,Euphractus_sexcinctus,Cingulata,Dasypodidae,4731.16,6270416,LC
1476,Eupleres_goudotii,Carnivora,Eupleridae,2763.34,111808.26,NT
1477,Euroscaptor_grandis,Soricomorpha,Talpidae,NA,120325.71,LC
1478,Euroscaptor_klossi,Soricomorpha,Talpidae,NA,106925.04,LC
1479,Euroscaptor_longirostris,Soricomorpha,Talpidae,NA,1789027.42,LC
1480,Euroscaptor_micrura,Soricomorpha,Talpidae,60.46,157260.51,LC
1481,Euroscaptor_mizura,Soricomorpha,Talpidae,25.05,7152.32,LC
1482,Euroscaptor_parvidens,Soricomorpha,Talpidae,NA,9353.46,DD
1483,Euryzygomatomys_spinosus,Rodentia,Echimyidae,187.49,1396880.41,LC
1484,Exilisciurus_concinnus,Rodentia,Sciuridae,27.72,121262.31,LC
1485,Exilisciurus_exilis,Rodentia,Sciuridae,21.75,497876.83,DD
1486,Exilisciurus_whiteheadi,Rodentia,Sciuridae,24.91,87340.95,LC
1487,Falsistrellus_affinis,Chiroptera,Vespertilionidae,NA,698622.69,LC
1488,Falsistrellus_mackenziei,Chiroptera,Vespertilionidae,23,40804.15,NT
1489,Falsistrellus_mordax,Chiroptera,Vespertilionidae,NA,126776.2,DD
1490,Falsistrellus_petersi,Chiroptera,Vespertilionidae,NA,1100518.03,DD
1491,Falsistrellus_tasmaniensis,Chiroptera,Vespertilionidae,22.54,436078.01,LC
1492,Felis_chaus,Carnivora,Felidae,7157.99,8986835.66,LC
1493,Felis_margarita,Carnivora,Felidae,2823.36,12141993.7,NT
1494,Felis_nigripes,Carnivora,Felidae,1362.77,1732323.73,VU
1495,Felis_silvestris,Carnivora,Felidae,4573.08,32110980.01,LC
1496,Felovia_vae,Rodentia,Ctenodactylidae,205,151907.23,DD
1497,Feresa_attenuata,Cetacea,Delphinidae,170000,NA,DD
1498,Feroculus_feroculus,Soricomorpha,Soricidae,35.99,7179.99,EN
1499,Fossa_fossana,Carnivora,Eupleridae,1853.98,106522.05,NT
1500,Funambulus_layardi,Rodentia,Sciuridae,NA,29545.66,VU
1501,Funambulus_palmarum,Rodentia,Sciuridae,136.4,907127.92,LC
1502,Funambulus_pennantii,Rodentia,Sciuridae,102.49,2692844.28,LC
1503,Funambulus_sublineatus,Rodentia,Sciuridae,70.93,55081.67,VU
1504,Funambulus_tristriatus,Rodentia,Sciuridae,134.62,266838.79,LC
1505,Funisciurus_anerythrus,Rodentia,Sciuridae,223.54,4317247.49,LC
1506,Funisciurus_bayonii,Rodentia,Sciuridae,134.99,759944.78,DD
1507,Funisciurus_carruthersi,Rodentia,Sciuridae,276.85,90485.48,LC
1508,Funisciurus_congicus,Rodentia,Sciuridae,112,1982840,LC
1509,Funisciurus_isabella,Rodentia,Sciuridae,109.31,459256.71,LC
1510,Funisciurus_lemniscatus,Rodentia,Sciuridae,140.99,1103962.08,LC
1511,Funisciurus_leucogenys,Rodentia,Sciuridae,250,530067.11,LC
1512,Funisciurus_pyrropus,Rodentia,Sciuridae,243.18,3542071.4,LC
1513,Funisciurus_substriatus,Rodentia,Sciuridae,185.73,73507.66,DD
1514,Furipterus_horrens,Chiroptera,Furipteridae,3.15,8511305.96,LC
1515,Galago_gallarum,Primates,Galagidae,250,798526.55,LC
1516,Galago_matschiei,Primates,Galagidae,211.61,184700.23,LC
1517,Galago_moholi,Primates,Galagidae,191.96,5183682.21,LC
1518,Galago_senegalensis,Primates,Galagidae,215.2,8867497.32,LC
1519,Galea_flavidens,Rodentia,Caviidae,450,663119.59,LC
1520,Galea_musteloides,Rodentia,Caviidae,386.64,1147818.41,LC
1521,Galea_spixii,Rodentia,Caviidae,360.61,5441291.73,LC
1522,Galemys_pyrenaicus,Soricomorpha,Talpidae,60.17,171300.87,VU
1523,Galenomys_garleppi,Rodentia,Cricetidae,59.3,141711.01,DD
1524,Galictis_cuja,Carnivora,Mustelidae,1000,4564918.07,LC
1525,Galictis_vittata,Carnivora,Mustelidae,NA,10078448.48,LC
1526,Galidia_elegans,Carnivora,Eupleridae,810,120561.29,LC
1527,Galidictis_fasciata,Carnivora,Eupleridae,549.99,87237.59,NT
1528,Galidictis_grandidieri,Carnivora,Eupleridae,1400,4044.38,EN
1529,Gazella_arabica,Artiodactyla,Bovidae,24124.67,17363.03,DD
1530,Gazella_bennettii,Artiodactyla,Bovidae,18916.67,1733312.37,LC
1531,Gazella_cuvieri,Artiodactyla,Bovidae,NA,1047003.29,EN
1532,Gazella_dorcas,Artiodactyla,Bovidae,15635.95,10374953.94,VU
1533,Gazella_gazella,Artiodactyla,Bovidae,21306.83,1151478.67,VU
1534,Gazella_leptoceros,Artiodactyla,Bovidae,24645.75,2188576.06,EN
1535,Gazella_saudiya,Artiodactyla,Bovidae,16000,NA,EX
1536,Gazella_spekei,Artiodactyla,Bovidae,20000,170828.32,EN
1537,Gazella_subgutturosa,Artiodactyla,Bovidae,26981.37,8787218.98,VU
1538,Genetta_abyssinica,Carnivora,Viverridae,1405.48,418638.21,LC
1539,Genetta_angolensis,Carnivora,Viverridae,1859.64,2087717.97,LC
1540,Genetta_bourloni,Carnivora,Viverridae,NA,NA,NT
1541,Genetta_cristata,Carnivora,Viverridae,1863.23,210874.67,VU
1542,Genetta_genetta,Carnivora,Viverridae,1756.17,17766920.65,LC
